"ADDRESS","LATITUDE","LONGTITUDE","address","amenitiestype"
"6 JALAN BUKIT MERAH ABC BRICKWORKS MARKET & FOOD CENTRE SINGAPORE 150006",1.28688297261475,103.808131274161,"ABC Brickworks Market & Food Centre","hawker"
"270 QUEEN STREET ALBERT CENTRE MARKET & FOOD CENTRE SINGAPORE 180270",1.30100149635856,103.854211650138,"Albert Centre Market & Food Centre","hawker"
"120 BUKIT MERAH LANE 1 ALEXANDRA VILLAGE FOOD CENTRE SINGAPORE 150120",1.28630594274136,103.804492637648,"Alexandra Village Food Centre","hawker"
"1 JALAN KUKOH HAWKER CENTRE (BLK 1 JALAN KUKOH) SINGAPORE 161001",1.2882310152805,103.839934168065,"Blk 1 Jalan Kukoh","hawker"
"11 TELOK BLANGAH CRESCENT MARKET & HAWKER CENTRE (BLK 11 TELOK BLANGAH CRESCENT) SINGAPORE 090011",1.27736813225761,103.818651524334,"Blk 11 Telok Blangah Crescent","hawker"
"112 JALAN BUKIT MERAH MARKET & HAWKER CENTRE (BLK 112 JALAN BUKIT MERAH) SINGAPORE 160112",1.28000480135122,103.82601329621,"Blk 112 Jalan Bukit Merah","hawker"
"115 BUKIT MERAH VIEW MARKET & HAWKER CENTRE (BLK 115 BUKIT MERAH VIEW) SINGAPORE 151115",1.28550445567433,103.821823256087,"Blk 115 Bukit Merah View","hawker"
"117 ALJUNIED AVENUE 2 MARKET & HAWKER CENTRE (BLK 117 ALJUNIED AVE 2) SINGAPORE 380117",1.32064636781982,103.88702414,"Blk 117 Aljunied Ave 2","hawker"
"16 BEDOK SOUTH ROAD MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD) SINGAPORE 460016",1.32050083785242,103.935473637292,"Blk 16 Bedok South Road","hawker"
"20 GHIM MOH ROAD MARKET & HAWKER CENTRE (BLK 20 GHIM MOH ROAD) SINGAPORE 270020",1.31099663218896,103.78823030662,"Blk 20 Ghim Moh Road","hawker"
"208B NEW UPPER CHANGI ROAD HAWKER CENTRE (BLK 208B NEW UPPER CHANGI ROAD) SINGAPORE 462208",1.32478236985627,103.930570304559,"Blk 208B New Upper Changi Road","hawker"
"210 LORONG 8 TOA PAYOH MARKET & HAWKER CENTRE (BLK 210 TOA PAYOH LORONG 8) SINGAPORE 310210",1.3402610461881,103.854395758866,"Blk 210 Toa Payoh Lorong 8","hawker"
"216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216",1.32706274205746,103.933217970746,"Blk 216 Bedok North Street 1","hawker"
"320 SHUNFU ROAD MARKET & HAWKER CENTRE (BLK 320 SHUNFU ROAD) SINGAPORE 570320",1.35200745401591,103.837031862103,"Blk 320 Shunfu Road","hawker"
"353 CLEMENTI AVENUE 2 MARKET & HAWKER CENTRE (BLK 353 CLEMENTI AVE 2) SINGAPORE 120353",1.31437917978956,103.770919561136,"Blk 353 Clementi Ave 2","hawker"
"409 ANG MO KIO AVENUE 10 MARKET & HAWKER CENTRE (BLK 409 ANG MO KIO AVE 10) SINGAPORE 560409",1.36265410749321,103.855288297631,"Blk 409 Ang Mo Kio Ave 10","hawker"
"448 CLEMENTI AVENUE 3 MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3) SINGAPORE 120448",1.31331969319644,103.764517192874,"Blk 448 Clementi Ave 3","hawker"
"4A EUNOS CRESCENT MARKET & HAWKER CENTRE (BLK 4A EUNOS CRESCENT) SINGAPORE 402004",1.32033126010096,103.904256478426,"Blk 4A Eunos Crescent","hawker"
"505 JURONG WEST STREET 52 MARKET & HAWKER CENTRE (BLK 505 JURONG WEST STREET 52) SINGAPORE 640505",1.34965729130746,103.718443677825,"Blk 505 Jurong West Street 52","hawker"
"50A MARINE TERRACE MARKET & HAWKER CENTRE (BLK 50A MARINE TERRACE) SINGAPORE 441050",1.30572973591916,103.915737035334,"Blk 50A Marine Terrace","hawker"
"51 OLD AIRPORT ROAD PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN BLK 51 (KN) SINGAPORE 390051",1.30810982136012,103.885731681696,"Blk 51 Old Airport Road","hawker"
"538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538",1.3320672771228,103.924621314971,"Blk 538 Bedok North Street 3","hawker"
"58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058",1.32420087334002,103.941125277547,"Blk 58 New Upper Changi Road","hawker"
"6 TANJONG PAGAR PLAZA MARKET & HAWKER CENTRE (BLK 6 TANJONG PAGAR PLAZA) SINGAPORE 081006",1.27661464758769,103.843167023188,"Blk 6 Tanjong Pagar Plaza","hawker"
"724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724",1.37217258545171,103.846510310202,"Blk 724 Ang Mo Kio Ave 6","hawker"
"726 CLEMENTI WEST STREET 2 MARKET & HAWKER CENTRE (BLK 726 CLEMENTI WEST STREET 2) SINGAPORE 120726",1.30381073184127,103.764250748436,"Blk 726 Clementi West Street 2","hawker"
"75 LORONG 5 TOA PAYOH HAWKER CENTRE (BLK 75 TOA PAYOH LORONG 5) SINGAPORE 310075",1.336020767662,103.852956988062,"Blk 75 Toa Payoh Lorong 5","hawker"
"89 CIRCUIT ROAD MARKET & HAWKER CENTRE (BLK 89 CIRCUIT ROAD) SINGAPORE 370089",1.32357971400582,103.885438842474,"Blk 89 Circuit Road","hawker"
"93 LORONG 4 TOA PAYOH MARKET & HAWKER CENTRE (BLK 93 TOA PAYOH LORONG 4) SINGAPORE 310093",1.33847469611073,103.849513448853,"Blk 93 Toa Payoh Lorong 4","hawker"
"13 HAIG ROAD MARKET & HAWKER CENTRE (BLKS 13/14 HAIG ROAD) SINGAPORE 430013",1.31514204972284,103.895609544204,"Blks 13/14 Haig Road","hawker"
"3 CHANGI VILLAGE ROAD MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD) SINGAPORE 500003",1.38965834308064,103.988091826679,"Blks 2 & 3 Changi Village Road","hawker"
"21 MARSILING LANE MARKET & HAWKER CENTRE (BLKS 20/21 MARSILING LANE) SINGAPORE 730021",1.44383165244262,103.777210383669,"Blks 20/21 Marsiling Lane","hawker"
"79A CIRCUIT ROAD HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD) SINGAPORE 371079",1.32550687163075,103.884919772828,"Blks 79/79A Circuit Road","hawker"
"335 SMITH STREET CHINATOWN COMPLEX MARKET SINGAPORE 050335",1.28223521144332,103.843177640795,"Chinatown Market","hawker"
"105 YISHUN RING ROAD CHONG PANG MARKET & FOOD CENTRE SINGAPORE 760105",1.43171836662838,103.828114256975,"Chong Pang Market & Food Centre","hawker"
"41A CAMBRIDGE ROAD PEK KIO MARKET & FOOD CENTRE SINGAPORE 211041",1.31613128029458,103.850232935162,"Pek Kio Market & Food Centre","hawker"
"32 NEW MARKET ROAD PEOPLE'S PARK FOOD CENTRE SINGAPORE 050032",1.28497943108466,103.84256768083,"People's Park Food Centre","hawker"
"665 BUFFALO ROAD TEKKA MARKET SINGAPORE 210665",1.30617705325622,103.85061131325,"Tekka Market","hawker"
